app_id,app_type,developer,publisher,supported_systems,release_date,rating_percent,reviews_count,tags,categories,hardware_categories,accessibility_categories,price_usd_current,price_usd_lowest,price_eur_current,price_eur_lowest,price_cis_current,price_cis_lowest
1245620,Game,"FromSoftware, Inc.","FromSoftware, Inc. | Bandai Namco Entertainment",Windows,24 February 2022 – 23:07:00 UTC,92.35,1112708,Souls-like | Open World | Dark Fantasy | RPG | Difficult | Action RPG | Multiplayer | Third Person | Fantasy | Singleplayer | Online Co-Op | Action | Co-op | Atmospheric | Great Soundtrack | PvP | Violent | 3D | Character Customization | Family Friendly,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | PvP | Co-op,Full Controller Support,Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Save Anytime,$59.99,-40%$35.99,"59,99€","-40%35,99€",$39.99,-40%$20.99
218620,Game,OVERKILL - a Starbreeze Studio.,Starbreeze Entertainment,Windows | Linux,13 August 2013 – 11:15:00 UTC,88.59,671074,Co-op | Action | FPS | Heist | Multiplayer | Looter Shooter | Online Co-Op | Stealth | Crime | Shooter | Team-Based | First-Person | Great Soundtrack | Gun Customization | Tactical | PvE | Strategy | Singleplayer | Funny | Simulation,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | In-App Purchases | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Co-op | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),Tracked Controller Support | VR Supported | Full Controller Support,Camera Comfort | Custom Volume Controls | Stereo Sound | Playable without Timed Input | Adjustable Difficulty,$9.99,-90%$0.99,"9,99€","-90%0,99€",$6.29,-90%$0.62
289070,Game,Firaxis Games | Aspyr (Mac) | Aspyr (Linux),2K | Aspyr (Mac) | Aspyr (Linux),Windows | Linux,21 October 2016 – 04:00:00 UTC,85.15,368512,Strategy | Turn-Based Strategy | Multiplayer | Historical | Grand Strategy | Singleplayer | Turn-Based | 4X | City Builder | War | Simulation | Tactical | Management | Building | Online Co-Op | Moddable | Great Soundtrack | Co-op | Hex Grid | Atmospheric,Single-player | Online PvP | LAN PvP | Shared/Split Screen PvP | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Workshop | In-App Purchases | Steam Turn Notifications | Remote Play on Tablet | Remote Play Together | Family Sharing | Multi-player | PvP | Shared/Split Screen | Cloud Gaming | Cloud Gaming (NVIDIA),Native Steam Controller,,$59.99,-95%$2.99,"59,99€","-95%2,99€",$29.99,-95%$1.49
1222670,Game,Maxis,Electronic Arts,Windows,18 June 2020 – 18:56:00 UTC,86.01,187713,Life Sim | Free to Play | Character Customization | Building | Simulation | Romance | Singleplayer | Sandbox | Dating Sim | Casual | Relaxing | Realistic | Funny | Family Friendly | Cute | Immersive Sim | Fantasy | Adventure | Cartoony | Nudity,Single-player | Steam Trading Cards | Remote Play on Tablet,,Stereo Sound | Surround Sound | Playable without Timed Input | Mouse Only Option | Save Anytime,N/A,-88%$4.79,N/A,"-88%4,79€",N/A,-88%$4.79
480,Game,,Telltale Games,Windows | Linux,,,,,Remote Play Together,Full Controller Support | Native Steam Controller,,,,,,,
552990,Game,Wargaming Group Limited,Wargaming Group Limited,Windows,15 November 2017 – 08:05:00 UTC,76.0,152622,Free to Play | Naval Combat | Action | Co-op | Tactical | Online Co-Op | Multiplayer | Naval | PvP | World War II | War | Military | Team-Based | Massively Multiplayer | PvE | Simulation | Shooter | Historical | Realistic | Third-Person Shooter,MMO | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | In-App Purchases | Steam Cloud | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),,Adjustable Text Size | Color Alternatives | Camera Comfort | Custom Volume Controls | Playable without Timed Input,,,,,,
2622380,Game,"FromSoftware, Inc.","FromSoftware, Inc. | Bandai Namco Entertainment",Windows,29 May 2025 – 21:59:05 UTC,81.14,174084,Souls-like | Online Co-Op | Multiplayer | Roguelike | Co-op | Singleplayer | PvE | Third Person | Action | Roguelite | Action RPG | Open World | RPG | Dark | 3D | Violent | Lore-Rich | Survival | Story Rich | Dating Sim,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Multi-player | Co-op,Gamepad Preferred | Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | Steam Input API Supported | DualShock Controllers | DualSense Controllers,Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input,$39.99,-25%$29.99,"39,99€","-25%29,99€",$25.99,-25%$19.49
489830,Game,Bethesda Game Studios,Bethesda Softworks,Windows,28 October 2016 – 00:00:00 UTC,91.34,358343,Open World | RPG | Adventure | Fantasy | Singleplayer | Character Customization | Moddable | Dragons | Story Rich | Magic | First-Person | Action | Atmospheric | Great Soundtrack | Third Person | Stealth | Classic | Remake | Female Protagonist | Walking Simulator,Single-player | Steam Achievements | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,Stereo Sound | Surround Sound | Playable without Timed Input | Save Anytime,$39.99,-90%$3.99,"39,99€","-90%3,99€",$24.99,-90%$2.49
1091500,Game,CD PROJEKT RED,CD PROJEKT RED,Windows,10 December 2020 – 00:00:00 UTC,85.05,922161,Cyberpunk | Open World | Nudity | RPG | Singleplayer | Story Rich | Mature | Sci-fi | FPS | Futuristic | First-Person | Atmospheric | Exploration | Action | Violent | Great Soundtrack | Action RPG | Adventure | Character Customization | Immersive Sim,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | HDR Supported | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | DualSense Controllers,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Adjustable Difficulty | Save Anytime,$59.99,-65%$20.99,"59,99€","-65%20,99€",$29.99,-65%$10.49
394360,Game,Paradox Development Studio,Paradox Interactive,Windows | Linux,6 June 2016 – 15:57:00 UTC,88.12,369094,Strategy | World War II | Grand Strategy | War | Historical | Military | Alternate History | Multiplayer | Simulation | Tactical | Singleplayer | Real-Time with Pause | RTS | Diplomacy | Sandbox | Co-op | Strategy RPG | Open World | Competitive | Action,Single-player | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Remote Play on Tablet | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),,,$49.99,-75%$9.99,"49,99€","-75%9,99€",$35.49,-75%$4.99
294100,Game,Ludeon Studios,Ludeon Studios,Windows | Linux,17 October 2018 – 14:46:00 UTC,96.73,232762,Colony Sim | Base Building | Survival | Strategy | Management | Sandbox | Singleplayer | Moddable | Simulation | Sci-fi | Story Rich | Replay Value | Open World | Procedural Generation | 2D | Indie | City Builder | Tactical RPG | Building | Atmospheric,Single-player | Steam Workshop | Steam Cloud | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,Adjustable Text Size | Camera Comfort | Custom Volume Controls | Playable without Timed Input | Mouse Only Option | Adjustable Difficulty | Save Anytime,$34.99,-20%$27.99,"31,99€","-20%25,59€",$16.49,-20%$13.19
3241660,Game,semiwork,semiwork,Windows,26 February 2025 – 13:59:13 UTC,95.21,354092,Horror | Online Co-Op | Multiplayer | Comedy | Co-op | Physics | First-Person | 3D | Stealth | Survival | Robots | Action | Exploration | Procedural Generation | Funny | Action Roguelike | Post-apocalyptic | Perma Death | Sci-fi | Early Access,Single-player | Online Co-op | Steam Cloud | Family Sharing | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),,Camera Comfort | Custom Volume Controls | Stereo Sound | Playable without Timed Input,$9.99,-35%$6.49,"9,49€","-35%6,33€",$5.49,-35%$4.08
1973530,Game,ProjectMoon,ProjectMoon,Windows,26 February 2023 – 23:25:00 UTC,85.75,92798,Story Rich | Lore-Rich | Free to Play | Turn-Based Combat | Turn-Based Tactics | Visual Novel | Singleplayer | RPG | Strategy | Great Soundtrack | Strategy RPG | Turn-Based Strategy | Anime | PvE | Dark Fantasy | 2D | Action | Sci-fi | Roguelite | Colorful,Single-player | In-App Purchases,,,,,,,,
251570,Game,The Fun Pimps,The Fun Pimps Entertainment LLC,Windows | Linux,25 July 2024 – 16:33:52 UTC,86.39,394174,Survival | Zombies | Multiplayer | Open World | Open World Survival Craft | Base Building | Post-apocalyptic | Online Co-Op | Voxel | Building | Exploration | Sandbox | FPS | Simulation | Horror | Tower Defense | Character Customization | Action | Strategy | Procedural Generation,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Includes level editor | Remote Play on Tablet | Remote Play on TV | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA) | PvP,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,-45%$24.74,-76%$5.99,"-45%24,19€","-76%5,51€",-45%$11.26,-76%$3.59
252950,Game,Psyonix LLC,Psyonix LLC,Windows | Linux,7 July 2015 – 06:59:00 UTC,86.47,584692,Multiplayer | Football (Soccer) | Competitive | Sports | Racing | Team-Based | Online Co-Op | Football (American) | Fast-Paced | Co-op | Action | Funny | Great Soundtrack | Local Multiplayer | Split Screen | Local Co-Op | Singleplayer | 4️⃣ 4 Player Local | Casual | Indie,Single-player | Online PvP | Shared/Split Screen PvP | Online Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Stats | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Co-op | Shared/Split Screen | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support | Gamepad Preferred | Steam Input API Supported | DualShock Controllers (USB Only) | DualSense Controllers (USB Only),,N/A,-50%$9.99,N/A,"-50%9,99€",N/A,-50%$6.29
39210,Game,Square Enix,Square Enix,Windows,18 February 2014 – 18:00:00 UTC,85.34,83414,MMORPG | RPG | Massively Multiplayer | Character Customization | Fantasy | JRPG | Open World | Story Rich | Multiplayer | Magic | Adventure | Online Co-Op | Co-op | Third Person | Exploration | Action | Crafting | Atmospheric | Action RPG | Female Protagonist,Single-player | MMO | Online PvP | Online Co-op | Cross-Platform Multiplayer | Remote Play on Tablet | Family Sharing | Multi-player | Co-op | PvP,Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,Adjustable Text Size | Custom Volume Controls | Stereo Sound | Surround Sound | Keyboard Only Option | Save Anytime,$19.99,-50%$9.99,"9,99€","-50%4,99€",N/A,N/A
1151340,Game,Bethesda Game Studios,Bethesda Softworks,Windows,14 April 2020 – 11:00:00 UTC,71.59,134374,Open World | Multiplayer | Post-apocalyptic | RPG | Dark Comedy | Capitalism | Survival | Base Building | Co-op | Shooter | MMORPG | Horror | Exploration | FPS | Singleplayer | Gore | Violent | Atmospheric | Great Soundtrack | Character Customization,MMO | Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Remote Play on Tablet | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,Stereo Sound | Surround Sound | Playable without Timed Input,-80%$7.99,-90%$3.99,"-80%7,99€","-90%3,99€",-80%$3.99,-90%$1.99
2694490,Game,Grinding Gear Games,Grinding Gear Games,Windows,6 December 2024 – 18:34:00 UTC,72.18,204746,Action RPG | Hack and Slash | RPG | Isometric | MMORPG | Loot | Dark Fantasy | Souls-like | Action | Dungeon Crawler | Adventure | Multiplayer | Online Co-Op | Character Customization | Early Access | Inventory Management | Crafting | Dark | Horror | Singleplayer,Single-player | MMO | Online Co-op | HDR Supported | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$29.99,$29.99,"27,75€","27,75€",$14.49,$14.49
892970,Game,Iron Gate AB,Coffee Stain Publishing,Windows | Linux,2 February 2021 – 14:55:00 UTC,93.34,524368,Open World Survival Craft | Survival | Online Co-Op | Open World | Multiplayer | Building | Crafting | Base Building | Exploration | Co-op | Adventure | Difficult | Mythology | Sandbox | Third Person | PvE | Singleplayer | Action | Early Access | Indie,Single-player | Online Co-op | Steam Cloud | Remote Play on Tablet | Family Sharing | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,Camera Comfort | Custom Volume Controls | Stereo Sound | Adjustable Difficulty | Save Anytime,$19.99,-50%$9.99,"19,99€","-50%9,99€",$14.19,-50%$5.24
2399830,Game,Studio Wildcard | Grove Street Games | Instinct Games,Studio Wildcard | Snail Games USA,Windows,26 October 2023 – 05:07:00 UTC,59.64,94667,Survival | Open World | Multiplayer | Dinosaurs | Base Building | Building | Crafting | Adventure | Sandbox | Action | Character Customization | PvE | Singleplayer | PvP | Massively Multiplayer | Inventory Management | RPG | Fantasy | Sci-fi | Moddable,Single-player | MMO | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Achievements | Includes level editor | Remote Play Together | Family Sharing | Early Access | Multi-player | PvP | Co-op | Shared/Split Screen | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,$44.99,-50%$22.49,"44,99€","-50%22,49€",$44.99,-50%$10.24
646570,Game,Mega Crit,Mega Crit,Windows | Linux,23 January 2019 – 15:50:00 UTC,96.49,203603,Roguelike Deckbuilder | Card Game | Card Battler | Roguelike | Deckbuilding | Turn-Based | Strategy | Singleplayer | Roguelite | Replay Value | Indie | Difficult | Dungeon Crawler | Mouse only | RPG | 2D | Fantasy | Procedural Generation | Great Soundtrack | Casual,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Stats | Steam Leaderboards | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,Adjustable Text Size | Custom Volume Controls | Playable without Timed Input | Mouse Only Option | Touch Only Option | Save Anytime,$24.99,-90%$2.49,"22,99€","-90%2,29€",$12.99,-90%$1.29
22380,Game,Obsidian Entertainment,Bethesda Softworks,,19 October 2010 – 16:00:00 UTC,94.94,249291,Open World | RPG | Post-apocalyptic | Singleplayer | Moddable | Story Rich | Exploration | First-Person | Action | Adventure | FPS | Sci-fi | Western | Atmospheric | Action RPG | Character Customization | Survival | Sandbox | Shooter | Third Person,Single-player | Steam Achievements | Steam Leaderboards | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,,-75%$2.49,-75%$2.49,"-75%2,49€","-75%2,49€",N/A,-75%$1.74
582660,Game,Pearl Abyss,Pearl Abyss,Windows,24 May 2017 – 16:00:00 UTC,73.03,91114,Sandbox | Action RPG | Exploration | MMORPG | War | Crafting | Medieval | PvP | First-Person | Action-Adventure | Character Customization | Open World | RPG | Strategy | 3D | Cooking | Fantasy | Action | Magic | Cinematic,MMO | Online PvP | Online Co-op | Steam Trading Cards | In-App Purchases | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,,$9.99,-100%$0.00,"9,99€","-100%0,00€",$5.99,$0.00
2073620,Game,Morefun Studios,Morefun Studios,Windows,16 September 2025 – 00:44:18 UTC,75.83,43189,Free to Play | Extraction Shooter | Multiplayer | FPS | Realistic | Gun Customization | Shooter | First-Person | Tactical | Heist | Resource Management | Survival | MOBA | Tactical RPG | Action | War | Sniper | 3D | Noir | Adventure,MMO | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | In-App Purchases | Multi-player | PvP | Co-op,,,,,,,,
