name,developer,publisher,release_date,tags,categories,rating_percent,reviews_count,price,current_players,24h_peak,all_time_peak
Undecember,Needs Games,LINE Games Corporation,12.10.2022,RPG | Hack and Slash | Action RPG | Multiplayer | Free to Play | Loot | Dark Fantasy | Action | Top-Down | Online Co-Op | Co-op | Singleplayer | Fantasy | Third Person | PvE | Character Customization | Cinematic | PvP | Realistic | Isometric,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | In-App Purchases | Multi-player | PvP | Co-op,52.35,20363.0,0.0,922,1586,46103
Last Epoch,Eleventh Hour Games,Eleventh Hour Games,21.02.2024,Action RPG | Loot | Hack and Slash | RPG | Isometric | Multiplayer | Action | Top-Down | Co-op | Adventure | Dungeon Crawler | Indie | Singleplayer | Fantasy | Character Customization | MMORPG | Gore | Magic | Violent | Time Travel,Single-player | Online Co-op | In-App Purchases | Steam Cloud | Cloud Gaming | Cloud Gaming (NVIDIA) | Multi-player | Co-op,75.9,116738.0,26.24,918,1302,264708
Realm of the Mad God Exalt,Wild Shadow Studios | Deca Live Operations GmbH,Deca Live Operations GmbH,20.02.2012,Pixel Graphics | MMORPG | Free to Play | Roguelike | Perma Death | Bullet Hell | Action Roguelike | Difficult | Roguelite | Indie | 2D | Action RPG | Massively Multiplayer | RPG | Action | Multiplayer | Adventure | Co-op | Online Co-Op | Fantasy,MMO | Online Co-op | In-App Purchases | Stats | Multi-player | Co-op,81.49,47292.0,0.0,915,1168,10051
Phantasy Star Online 2 New Genesis,SEGA,SEGA,05.08.2020,Free to Play | MMORPG | Anime | Character Customization | Multiplayer | RPG | Action | Online Co-Op | JRPG | Massively Multiplayer | Sci-fi | Action RPG | Fantasy | Open World | Mechs | Nudity | Co-op | Cute | Sexual Content | Great Soundtrack,Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Remote Play on Tablet | Multi-player | Co-op,68.69,24388.0,0.0,911,1004,59558
FINAL FANTASY X/X-2 HD Remaster,Square Enix,Square Enix,12.05.2016,JRPG | Turn-Based Combat | Story Rich | RPG | Great Soundtrack | Fantasy | Singleplayer | Classic | Adventure | Turn-Based | Romance | Atmospheric | Female Protagonist | Anime | Linear | Action | Remake | Open World | Puzzle | Sci-fi,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Family Sharing,87.11,21911.0,11.99,907,1096,13263
FINAL FANTASY TACTICS - The Ivalice Chronicles,Square Enix,Square Enix,30.09.2025,Turn-Based Strategy | Turn-Based Tactics | Tactical RPG | Fantasy | Medieval | Story Rich | JRPG | Emotional | Strategy RPG | RPG | Turn-Based Combat | Top-Down | Pixel Graphics | Magic | Class-Based | Atmospheric | Singleplayer | Narration | Strategy | Simulation,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Family Sharing,87.52,5562.0,39.99,907,1014,21010
Dwarf Fortress,Bay 12 Games,Kitfox Games,06.12.2022,Dwarf | Colony Sim | Base Building | Simulation | Strategy | City Builder | Sandbox | Management | Building | Survival | Roguelike | Open World | Procedural Generation | Resource Management | Fantasy | Crafting | Economy | Moddable | Difficult | Exploration,Single-player | Steam Workshop | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),92.88,30280.0,23.99,906,1118,28340
Mortal Kombat 11,NetherRealm Studios | QLOC | Shiver,Warner Bros. Games | Warner Bros. Interactive Entertainment,23.04.2019,Fighting | Gore | Multiplayer | Violent | Blood | Action | 2D Fighter | Mature | Local Multiplayer | Competitive | Singleplayer | Character Customization | Story Rich | Atmospheric | Great Soundtrack | Cute | Sexual Content | Arcade | 2.5D | Horror,Single-player | Online PvP | Shared/Split Screen PvP | Steam Achievements | Steam Trading Cards | In-App Purchases | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Remote Play Together | HDR Supported | Family Sharing | Multi-player | PvP,86.84,111858.0,2.49,902,1578,35147
Pixel Gun 3D: PC Edition,Cubic Games Studio,Cubic Games Studio,02.04.2024,PvP | Pixel Graphics | Multiplayer | Shooter | FPS | Action | Character Customization | Combat | First-Person | Battle Royale | Arena Shooter | Singleplayer | Free to Play | Third-Person Shooter | Hero Shooter | Adventure | Sniper | Colorful | Lore-Rich | Voxel,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | In-App Purchases | Multi-player | PvP | Co-op,66.57,43476.0,0.0,893,1452,25014
Myth of Empires,Angela Game,Imperium Interactive Entertainment,21.02.2024,Building | Open World Survival Craft | Sandbox | MMORPG | Open World | Survival | Base Building | War | Multiplayer | RPG | Character Customization | Hack and Slash | Strategy | Online Co-Op | Co-op | Medieval | Third Person | 3D | Shooter | Action-Adventure,Single-player | MMO | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Achievements | Steam Workshop | In-App Purchases | HDR Supported | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA) | Co-op,66.53,17183.0,8.99,891,1371,47654
Sun Haven,Pixel Sprout Studios,Pixel Sprout Studios,11.03.2023,Farming Sim | Pixel Graphics | Multiplayer | Life Sim | RPG | Dating Sim | Character Customization | Relaxing | Adventure | Fantasy | Crafting | Simulation | Agriculture | Magic | Singleplayer | Exploration | Combat | Mining | Fishing | Cooking,Single-player | Online Co-op | Steam Achievements | In-App Purchases | Steam Cloud | Family Sharing | Multi-player | Co-op,79.5,24394.0,7.49,886,981,12706
My Winter Car,Amistech Games,Amistech Games,29.12.2025,Racing | Simulation | Life Sim | 1990's | Automobile Sim | Driving | Realistic | First-Person | Open World | Survival | Immersive Sim | Early Access | 3D | Atmospheric | Walking Simulator | Perma Death | Indie | Transportation | Psychological Horror | Building,Single-player | Family Sharing | Early Access | Cloud Gaming | Cloud Gaming (NVIDIA),92.33,15761.0,14.99,884,3394,24107
Two Point Museum,Two Point Studios,SEGA,04.03.2025,Simulation | Casual | Strategy | Building | City Builder | Sandbox | Life Sim | Exploration | Cartoony | Management | Cute | Economy | Isometric | Comedy | Family Friendly | Funny | Nature | Relaxing | Sci-fi | Singleplayer,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),92.65,10932.0,23.18,883,1418,19439
Magicraft,Wave Games,bilibili,02.11.2024,Action Roguelike | Roguelite | Bullet Hell | Looter Shooter | Roguelike | Strategy RPG | RPG | Top-Down | Deckbuilding | Procedural Generation | Magic | Action | Lovecraftian | Crafting | Singleplayer | Adventure | Indie | Addictive | Early Access | Co-op,Single-player | Steam Achievements | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),90.3,15610.0,8.49,875,1964,18834
NOBUNAGA'S AMBITION: Awakening,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",21.07.2022,Wargame | Real Time Tactics | Grand Strategy | RTS | Historical | Immersive Sim | Strategy | Alternate History | Story Rich | Simulation | Tactical | Resource Management | Singleplayer | Military | Replay Value | 3D | Great Soundtrack | Addictive | Epic,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing,72.07,2578.0,41.99,874,2147,11783
Assassin's Creed IV Black Flag,Ubisoft Montreal,Ubisoft,,Pirates | Open World | Assassin | Adventure | Action | Stealth | Parkour | Third Person | Naval | Multiplayer | Historical | Story Rich | Singleplayer | Exploration | Naval Combat | Action-Adventure | Atmospheric | RPG | Mature | Action RPG,Single-player | Steam Achievements | In-App Purchases | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),87.14,75861.0,3.99,873,1515,16049
Far Cry 6,Ubisoft Toronto | Ubisoft Montreal | Ubisoft Kyiv | Ubisoft Shanghai | Ubisoft Berlin,Ubisoft,11.05.2023,Open World | FPS | Online Co-Op | Multiplayer | Action | Adventure | Co-op | Shooter | Singleplayer | Exploration | Action-Adventure | Female Protagonist | Combat | 3D | First-Person | PvE | Atmospheric | Crafting | Modern | Sandbox,Single-player | Online Co-op | Steam Achievements | Captions available | In-App Purchases | HDR Supported | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),70.43,32139.0,10.19,868,2290,20080
The Riftbreaker,EXOR Studios,EXOR Studios | Surefire.Games,14.10.2021,Online Co-Op | Base Building | Multiplayer | Tower Defense | Survival | Action RPG | Hack and Slash | Exploration | Sandbox | Building | Crafting | Singleplayer | Isometric | Economy | RTS | Strategy | Procedural Generation | Strategy RPG | Co-op Campaign | Resource Management,Single-player | Online Co-op | LAN Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Includes level editor | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA) | Multi-player | Co-op,88.56,21736.0,11.99,863,1921,21741
Rain World,Videocult,Akupara Games,28.03.2017,Difficult | Atmospheric | Survival | Exploration | Indie | Pixel Graphics | Platformer | 2D | Open World | Post-apocalyptic | Adventure | 2D Platformer | Cute | Survival Horror | Metroidvania | Physics | Singleplayer | Simulation | Souls-like | Action,Single-player | Shared/Split Screen PvP | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),92.41,48966.0,3.99,856,1037,10884
Slime Rancher 2,Monomi Park,Monomi Park,23.09.2025,Cute | Relaxing | Singleplayer | Open World | Colorful | First-Person | Creature Collector | Adventure | Simulation | Family Friendly | Casual | Female Protagonist | 3D | Fantasy | Building | FPS | Action-Adventure | Atmospheric | Action | Shooter,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),92.74,46039.0,17.99,855,1249,21524
SILENT HILL f,NeoBards Entertainment Ltd.,KONAMI,25.09.2025,Psychological Horror | Horror | Female Protagonist | Survival Horror | Story Rich | Souls-like | Action | Adventure | Psychological | Action-Adventure | Atmospheric | Exploration | Cinematic | Multiple Endings | Gore | Third Person | Singleplayer | Violent | 3D | Combat,Single-player | Steam Achievements | Steam Cloud | Family Sharing,79.53,23644.0,41.99,838,1047,22621
Legend of Heroes: Three Kingdoms,Free Wing,Free Wing | NPC Entertainment,26.03.2025,Simulation | Strategy | RPG | Turn-Based Strategy | Action RPG | Grand Strategy | Strategy RPG | Wargame | Tactical RPG | Immersive Sim | 3D | Military | Top-Down | Realistic | Historical | Drama | War | Building | Story Rich | Character Customization,Single-player | Steam Achievements | Steam Cloud | Family Sharing | Early Access,85.89,7518.0,15.99,833,2073,19153
Red Dead Online,Rockstar Games,Rockstar Games,04.12.2020,Open World | Multiplayer | Western | Action | Adventure | Horses | Realistic | Shooter | Online Co-Op | Third-Person Shooter | Character Customization | PvP | Story Rich | Singleplayer | Co-op | Violent | First-Person | Controller | MMORPG | Gore,Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | Multi-player | PvP | Co-op,81.95,68377.0,4.99,830,1332,19921
Tomb Raider,Crystal Dynamics | Eidos-Montréal | Feral Interactive (Mac) | Nixxes,Crystal Dynamics | Feral Interactive (Mac),05.03.2013,Adventure | Action | Female Protagonist | Third Person | Singleplayer | Story Rich | Third-Person Shooter | Multiplayer | Exploration | Action-Adventure | Quick-Time Events | Atmospheric | Puzzle | Shooter | Stealth | Cinematic | Platformer | RPG | Reboot | 3D Vision,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),94.98,260639.0,0.0,828,1490,89538
DREDGE,Black Salt Games,Team17,30.03.2023,Exploration | Fishing | Lovecraftian | Adventure | Open World | Mystery | Inventory Management | Atmospheric | Psychological Horror | Singleplayer | Horror | RPG | Simulation | Stylized | Survival Horror | Indie | Story Rich | Psychological | Sailing | 3D,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),94.0,51424.0,9.99,824,1153,12686
Need for Speed™ Unbound,Criterion Games,Electronic Arts,02.12.2022,Racing | Multiplayer | Open World | Driving | Action | Singleplayer | Character Customization | Combat Racing | Controller | Arcade | Online Co-Op | Casual | Simulation | Sports | Adventure | Atmospheric | Anime | Music | Immersive | Split Screen,Single-player | Cross-Platform Multiplayer | Steam Achievements | HDR Supported | Multi-player | PvP,59.89,55641.0,4.89,822,1738,14063
Stronghold Crusader: Definitive Edition,Firefly Studios,Firefly Studios,15.07.2025,Strategy | City Builder | Real Time Tactics | Medieval | Colony Sim | Building | Sandbox | Tower Defense | War | Economy | Base Building | RTS | PvP | 2D | Isometric | Historical | Open World | Simulation | Atmospheric | Resource Management,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Steam Leaderboards | Includes level editor | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),89.08,9314.0,13.99,822,3266,16109
FANTASY LIFE i: The Girl Who Steals Time,LEVEL5 Inc.,LEVEL5 Inc.,21.05.2025,RPG | Casual | JRPG | Action | City Builder | Action-Adventure | Exploration | Cute | Party-Based RPG | 3D | Fantasy | Character Customization | Third Person | Open World | PvE | Online Co-Op | Multiplayer | Singleplayer | Crafting | Co-op,Single-player | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Cloud | HDR Supported | Family Sharing | Multi-player | Co-op,89.42,13034.0,44.99,816,1269,65389
9 Kings,Sad Socket,Hooded Horse | Sidekick Publishing,23.05.2025,Strategy | RPG | Roguelike | Fantasy | Roguelike Deckbuilder | Roguelite | Card Game | Deckbuilding | Turn-Based Strategy | Replay Value | 2D | Turn-Based | Casual | Dark Fantasy | Singleplayer | Pixel Graphics | Procedural Generation | Card Battler | Difficult | Early Access,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Early Access | Cloud Gaming | Cloud Gaming (NVIDIA),91.05,19675.0,8.99,815,1127,13905
DRAGON BALL FighterZ,Arc System Works,Bandai Namco Entertainment,26.01.2018,Fighting | Anime | Action | 2D Fighter | Multiplayer | Local Multiplayer | Competitive | Controller | PvP | Arcade | Singleplayer | Difficult | eSports | Fast-Paced | Spectacle fighter | Combat | Comic Book | Adventure | Third Person | Beat 'em up,Single-player | Online PvP | Shared/Split Screen PvP | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Shared/Split Screen | PvP,89.07,74967.0,8.99,813,954,44303
NieR:Automata™,Square Enix | PlatinumGames Inc.,Square Enix,17.03.2017,Hack and Slash | RPG | Great Soundtrack | Story Rich | Female Protagonist | Action | Spectacle fighter | Open World | JRPG | Anime | Post-apocalyptic | Singleplayer | Robots | Atmospheric | Sci-fi | Nudity | Adventure | Bullet Hell | Character Action Game | Violent,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),86.23,147653.0,13.99,812,1010,23908
Football Manager 2022,Sports Interactive,SEGA,09.11.2021,Sports | Management | Football (Soccer) | Simulation | Football (American) | Real Time Tactics | Strategy | Multiplayer | eSports | 2D | Character Customization | 3D | Singleplayer | Text-Based,Single-player | Steam Achievements | Steam Cloud | Family Sharing | Multi-player,90.46,21505.0,21.99,806,1758,88767
Planet Coaster 2,Frontier Developments,Frontier Developments,06.11.2024,Simulation | Sandbox | Strategy | Building | City Builder | 3D | Singleplayer | God Game | Economy | Realistic | Management | Colorful | Online Co-Op | Atmospheric | Family Friendly | Relaxing | Funny | Multiplayer | Asynchronous Multiplayer,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | HDR Supported | Family Sharing | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),70.37,12363.0,24.99,803,1600,20048
Slime Rancher,Monomi Park,Monomi Park,01.08.2017,Cute | Exploration | Adventure | Singleplayer | Open World | First-Person | Colorful | Funny | Sandbox | Simulation | Casual | Management | Fantasy | Family Friendly | Indie | Great Soundtrack | Female Protagonist | Action | Early Access | FPS,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),96.66,149420.0,1.99,802,1342,17059
